Institution,Program,Credential_Type,Min_Avg_Final,Competitive_Final,English_Req,English_Min,Math_Req,Math_Min,Social_Req,Social_Min,Science_Req,Science_Min,Elective_Qty,Elective_Pool,Status,Eng_Req,Eng_Min,Eng_30_2_Allowed,Bio_30_Req,Chem_30_Req,Phys_30_Req,Sci_30_Req,Elective_Pool_Count,Pool_Allows_Group_A,Pool_Allows_Group_B,Pool_Allows_Group_C,Pool_Allows_Group_D
NAIT,National Payroll Institute Designation Programs,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Network Security,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,"New NAIT program to bring more women-identifying individuals to construction, energy and manufacturi",Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,New drill rig operator program launched at NAIT,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,New pilot program aims to fast-track medical device innovation,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Newcomers & International Student Form,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Next in Trades,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Nokia Bell Labs 5G Certification,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Office of Apprenticeship,Apprenticeship,,Employer Required,,,Grade 10 Equivalent,50,,,,50,,,Active,Grade 10-12 Equivalent,50.0,,No,No,No,No,,No,No,No,No
NAIT,Online Professional Development,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Open House,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Open Studies Pathway (School of Health and Life Sciences),Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Outreach and Well-being Leaders (OWLs) Program,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Outreach and Well-being Leaders Engagement Team (OWLET),Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Paramedicine Training at NAIT,Diploma,75.0,Mid-to-high 80s,,,Math 30-1,50,,,,50,,,Active,English 30-1,50.0,No,Yes,Yes,No,No,,No,No,No,No
NAIT,Partnership helps build careers in trades and technology - Giving,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Patient partners,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Payroll Professional Program,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Peer Mentorship,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Pitch it to Me,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Point-of-Care Ultrasound (POCUS),Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Power Platform for SharePoint Online Owners,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Pre-Apprenticeship Courses,Apprenticeship,,Employer Required,,,Grade 10 Equivalent,50,,,,50,,,Active,Grade 10-12 Equivalent,50.0,,No,No,No,No,,No,No,No,No
NAIT,Professional Development for Real Estate Professionals,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Program Availability,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Program Preview Registration - School of Health & Life Sciences,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Program Preview Registration - School of Skilled Trades,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Program Previews,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Programmable Logic Controller Level I,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Programmable Logic Controller Level II,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Programming Python Web Applications,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Programs,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Python Developer,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Quality Management Referral Form,Diploma,65.0,Minimum Only,,,Math 30-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Quantum for Engineers,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Quantum for Executives,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Questions,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,QuickBooks Online Accounting,Diploma,65.0,Minimum Only,,,Math 30-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Real Estate Licensing Alberta,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Risk Management for Cybersecurity,Diploma,65.0,Minimum Only,,,Math 30-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Risk Management in Project & Quality Management,Diploma,65.0,Minimum Only,,,Math 30-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Sandvik Coromant and NAIT continue to shape future of machining - Giving,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,School of Construction and Building Sciences,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,School of Energy and Natural Resources,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,School of Health and Life Sciences,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,School of Manufacturing and Automation,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,School of Media and Information Technology,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,School of Transportation,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Schools & Programs,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Search for Programs,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Siemens Digital Fundamentals and Programmable Logic Controllers,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Skilled Trades Diploma and Certificate Programs,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Skilled Trades Events Form,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Skills Alberta Contact Form,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Software Testing Associate,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,"Solar panels shine despite winter's blast, NAIT study finds",Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Sponsoring & Hiring Apprentices,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Student Case Competition Highlights 2017/18,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Student Promotional Awards 2018,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Student Promotional Awards 2019,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Student Success,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Students receive industry recognition and job placement for project,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Summer Programs,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Supply Chain Management,Diploma,65.0,Minimum Only,,,Math 30-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Technical Drawing and Interpretation,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Thank you,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Thank you!,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Tips for Mature Students,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Tolko gives pivotal gift to NAIT Forestry Technology students - Giving,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Unique “Queers and Peers Mentorship” program celebrates 3 years at NAIT,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Unlocking the Power of AI: Practical Insights,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Visual Communications (Area of Emphasis),Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Water and Wastewater Technician,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Web Design and Development (Area of Emphasis),Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Women Leading and Building Canada’s Future,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Women of Steel™: Forging Forward Program Comes to Edmonton,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,Work Integrated Learning,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,geoLOGIC enhances students’ real-world skills and job prospects - Giving,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NAIT,n-Tier Development Programming Architecture,Certificate,60.0,Minimum Only,,,Math 20-2,50,,,,50,,,Active,English 30-2,50.0,Yes,No,No,No,No,,No,No,No,No
NorQuest,Accounting Technician,N/A,N/A,N/A,English 30-1/30-2,50.0,Math 20-1/20-2 (or higher),65.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Addictions Recovery Practitioner,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Administrative Professional,N/A,N/A,N/A,English 30-1/30-2,50.0,Math (unspecified),50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Arts and Sciences Diploma,N/A,N/A,N/A,English 30-1/30-2,60.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,"Biological, Life, and Health Sciences Specialization",N/A,N/A,N/A,English 30-1/30-2,60.0,Math 30-1,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Building Service Worker,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Business Administration,N/A,N/A,N/A,English 30-1/30-2,50.0,Math 20-1/20-2 (or higher),65.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,CAEC Readiness,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Child and Youth Care,N/A,N/A,N/A,English 30-1/30-2,60.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Community Support Worker,N/A,N/A,N/A,English 30-1/30-2,60.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Content Creator,N/A,N/A,N/A,English 20-1,50.0,Math (unspecified),65.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Dental Office Assistant,N/A,N/A,N/A,English 30-1/30-2,50.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Disability Studies,N/A,N/A,N/A,English 30-1/30-2,60.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Early Learning and Child Care – diploma,N/A,N/A,N/A,English 30-1/30-2,60.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Early Learning and Child Care – certificate,N/A,N/A,N/A,English 30-1/30-2,60.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Educational Assistant,N/A,N/A,N/A,English 30-1/30-2,60.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Energy Management,N/A,N/A,N/A,English 30-1/30-2,60.0,Math 30-1,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Environmental Technician,N/A,N/A,N/A,English 30-1/30-2,50.0,Math 30-2,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Introduction to Esports,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Flight Attendant,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Foundational Business and Entrepreneurial Skills in Healthcare,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Greenhouse Practices and Operational Fundamentals,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Health Care Aide,N/A,N/A,N/A,English 30-1/30-2,55.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Health Care Aide Workplace,N/A,N/A,N/A,English 30-1/30-2,55.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Health Information Management,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Hospital Unit Clerk,N/A,N/A,N/A,English 30-1/30-2,50.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Hospitality Industry Fundamentals,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Indigenous Studies,N/A,N/A,N/A,English 30-1/30-2,50.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Insurance Professional,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Interdisciplinary Therapy Assistant,N/A,N/A,N/A,English 30-1/30-2,60.0,Math (unspecified),50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Introduction to Applied Research for Innovation,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Introduction to Aviation Operations,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Introduction to Healthcare Technology,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Justice,N/A,N/A,N/A,English 30-1/30-2,60.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Leadership Training Certificate,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Machine Learning Analyst,N/A,N/A,N/A,English 30-1/30-2,60.0,Math 30-1,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Medical Device Reprocessing Technician,N/A,N/A,N/A,English 30-1/30-2,60.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Medical Office Assistant,N/A,N/A,N/A,English 30-1/30-2,50.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Mental Health and Addiction Support Worker,N/A,N/A,N/A,English 30-1/30-2,50.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Mental Health Recovery Practitioner,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,"New Media, Communications, and Technology Specialization",N/A,N/A,N/A,English 30-1/30-2,65.0,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Pharmacy Technician,N/A,N/A,N/A,English 30-1/30-2,60.0,Math 30-1,60.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Practical Nurse,N/A,N/A,N/A,English 30-1/30-2,60.0,Math 20-1/20-2 (or higher),60.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Settlement Studies,N/A,N/A,N/A,English 30-1/30-2,60.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Social Work,N/A,N/A,N/A,English 30-1/30-2,60.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Solar Photovoltaic (PV) Systems and Installation,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Sustainability Coordinator,N/A,N/A,N/A,English 30-1/30-2,60.0,Math 30-1,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Therapeutic Recreation,N/A,N/A,N/A,English 30-1/30-2,50.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Tourism Supply Chain Fundamentals,N/A,N/A,N/A,English language proficiency,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NorQuest,Veterinary Office Assistant,N/A,N/A,N/A,English 30-1/30-2,50.0,Placement test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
